id,ekegusii,kiswahili,english,source,source_url,source_type
1281,"Aye Omonene, nekeene ng’a abaruoti b’Abaasuri basiririe abanto b’ebisaku ne chinse chiabo,",,"""It is true, O LORD, that the Assyrian kings have laid waste these nations and their lands.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1282,"akabatebia, “Nerikire: Enyomba yane nebe enyomba y’ogosaba, korende inwe mwayekorire koba ribwago ri’abauri.”",,"""It is written,"" he said to them, ""'My house will be a house of prayer'; but you have made it 'a den of robbers.'""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1283,"Akabatebia, “Nerikire: Enyomba yane nerokwe enyomba y’ogosaba, na inwe mwayekorire koba ribwago ri’abauri.”",,"""It is written,"" he said to them, ""'My house will be called a house of prayer,' but you are making it a 'den of robbers.'""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1284,"Goika erierwe nyomba ime, timobaisa gosokia chinyama chinde isiko; timobuna riuga riaye rinde rionsi.",,"""It must be eaten inside one house; take none of the meat outside the house. Do not break any of the bones.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1285,"Yeso akabatebia, “Ase engencho y’obokong’u bwe chinkoro chiaino nakio kiagerete abarikerete ogochika oko.",,"""It was because your hearts were hard that Moses wrote you this law,"" Jesus replied.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1286,"Naboigo buna yabete ase amatuko a Loti: Barenge koria na konywa, bakogora, bakoonia, bagosimeka, bakoagacha.",,"""It was the same in the days of Lot. People were eating and drinking, buying and selling, planting and building.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1287,Naboigo erache koba ase rituko riria Omwana‐o‐mwanyabanto araoroke.,,"""It will be just like this on the day the Son of Man is revealed.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1288,"Akabairaneria “Timoka, motoerere, timoondoka; Nyasae oino, oyore Nyasae o iso, nere obaete enibo eye ase chigunia chiaino; chibesa chiaino inachinyorete.” Erio akarenta Simeoni asebare.",,"""It's all right,"" he said. ""Don't be afraid. Your God, the God of your father, has given you treasure in your sacks; I received your silver."" Then he brought Simeon out to them.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1289,"Omogori egento nigo agoteba: “Eke tigeisaini gento”, na ekero akeirire bwetogia.",,"""It's no good, it's no good!"" says the buyer; then off he goes and boasts about his purchase.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1290,"Bakamoiraneria, “Yeso Omonazareti.” Yeso akabatebia, “Ninche ere.” Yudas nere oyomoruete nigo ateneine amo nabarabwo.",,"""Jesus of Nazareth,"" they replied. ""I am he,"" Jesus said. (And Judas the traitor was standing there with them.)",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1291,"Ayubu nigo agoteba: Inche nomonyene oboronge, korende Nyasae ong’urire oboronge bwane.",,"""Job says, 'I am innocent, but God denies me justice.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1292,“Yusufu nomote omorere okwama ang’e nensoko; chinsagia chiaye nigo chikoranda orobago igoro.,,"""Joseph is a fruitful vine, a fruitful vine near a spring, whose branches climb over a wall.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1293,"Abanto ba Yuda na ab’ense y’Abaisraeli bagakora oboonchoreria naye; bagakorentera engano ekorwa Miniti, na amazeituni, na obooke, na amaguta ’amazeituni, na amaguta akogwenia.",,"""'Judah and Israel traded with you; they exchanged wheat from Minnith and confections, honey, oil and balm for your wares.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1294,"“Ense y’Abayuda nkorera ere, na ebiita biaye biatagoirwe, biagure inse. Abanto b’ense eyio baiyerigwe inse, nkweumia bare, ekerero ki’abanto ba Yerusalemu giaikire igoro.",,"""Judah mourns, her cities languish; they wail for the land, and a cry goes up from Jerusalem.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1295,Egesaku kia Yuda keegwe orogongo rwaye robebekane norwa Reuben korwa ensinyo ya moocha goika eya bosongo.,,"""Judah will have one portion; it will border the territory of Reuben from east to west.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1296,"“Aye Yuda, abamino inabagotogie; okoboko kwao inakobwate ebigoti bi’ababisa bao; abamura ba iso inabagosike.",,"""Judah, your brothers will praise you; your hand will be on the neck of your enemies; your father's sons will bow down to you.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1297,"“Ebibe bi’Abayuda nigo birikire nekaramu y’ekioma, na komang’erwa ne rigena rikong’u rikorokwa alimasi, ase chinkoro chiabo ime, na ase emegwekano ye chingunchara ere ase ebisasimero biabo.",,"""Judah's sin is engraved with an iron tool, inscribed with a flint point, on the tablets of their hearts and on the horns of their altars.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1298,"Naende buna yabete ase amatuko a Nuhu, naboigo erabe nase amatuko ’Omwana‐o‐mwanyabanto.",,"""Just as it was in the days of Noah, so also will it be in the days of the Son of Man.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1299,"Musa akamoiraneria, “Gwakwanire ekeene; inche tingocha korora obosio bwao naende.”",,"""Just as you say,"" Moses replied, ""I will never appear before you again.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1300,Mobwate amachiko aane onsi aya nabachikire. Inche ninche Omonene.”,,"""'Keep all my decrees and all my laws and follow them. I am the LORD.'""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1301,"“Ase ayio mobwate amachiko aane na emeroberio yonsi nabachikire, na moyakore, erio ense eria ase nkobaira mogochia komenya tebaanga gose tebaseria korwa aroro.",,"""'Keep all my decrees and laws and follow them, so that the land where I am bringing you to live may not vomit you out.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1302,"“Ase ayio mobwate amachiko aane na koyakora. Inche ninche Omonene,",,"""Keep my commands and follow them. I am the LORD.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1303,"“Mobwate amachiko aane. Timobaisa gotiga chitugo chiaino chieenane amarieme ne chitari egesaku ekemo. Timobaisa kobusura chimbusuro chi’ebisaku bibere ase omogondo oyomo, timobeka chianga chiroisirie korwa ase chiusi ao ao.",,"""'Keep my decrees. ""'Do not mate different kinds of animals. ""'Do not plant your field with two kinds of seed. ""'Do not wear clothing woven of two kinds of material.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1304,"Bwata bokong’u oboringoria bwao obonge na oborogi bwao, ebinto ebio gwechanderete korwa obwana bwao; ande nabo birabaise kogokonya, ande nabo birabaise goseria emechando yao.",,"""Keep on, then, with your magic spells and with your many sorceries, which you have labored at since childhood. Perhaps you will succeed, perhaps you will cause terror.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1305,"Inwe kira‐kiri, montige nkwane, na kende gionsi kegochia konyora, tiga kenyore.",,"""Keep silent and let me speak; then let come to me what may.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1306,"akamotebia, “Chibesa echio gwachieirwe, na abanto kwabaeirwe, okore ande onsi orarore akogwenerete.”",,"""Keep the money,"" the king said to Haman, ""and do with the people as you please.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1307,"“Omoruoti Agripa, nerorire omonyene ng’a ninde negesio, ekiagera ninyekengere ase obosio bwao rero, ase amang’ana aria onsi nasoerwa n’Abayahudi.",,"""King Agrippa, I consider myself fortunate to stand before you today as I make my defense against all the accusations of the Jews,",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1308,"“Abaruoti b’abarwani esegi batamire, ee, batamire!” Abakungu batigarete ase chinka ngwatanana bare ebisakorwa.",,"""Kings and armies flee in haste; in the camps men divide the plunder.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1309,"Abaruoti bagacha, bakarwana, ee, abaruoti ba Kanani bakarwana ase Taanaki, agwo ase chindooche chia Megido, korende tibasakorete chifeta.",,"""Kings came, they fought; the kings of Canaan fought at Taanach by the waters of Megiddo, but they carried off no silver, no plunder.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1310,"Ase ayio, omanye na korengereria ng’a korwa engaki eria ring’ana riaruetwe igoro ya Yerusalemu ng’a noagachwe naende, goika ase engaki y’ogocha kw’oyomo Omoakwa Amaguta, oyore omogambi, nachibe chichuma isano na ibere. Naende ase chichuma emerongo etano nomo, na ibere, omochie noagachwe amo ne chinchera chiaye ne chiburi chiaye, korende ase engaki y’emechando emenene.",,"""Know and understand this: From the issuing of the decree to restore and rebuild Jerusalem until the Anointed One, the ruler, comes, there will be seven 'sevens,' and sixty-two 'sevens.' It will be rebuilt with streets and a trench, but in times of trouble.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1311,"“Ense ya Sabuloni na ense ya Nafutali, enchera egochia enyancha ng’umbu ya Yorodan, Galili, ense y’abanto b’Ebisaku,",,"""Land of Zebulun and land of Naphtali, the way to the sea, along the Jordan, Galilee of the Gentiles--",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1312,"“Ekero naende naetete asore, ngakorigereria, nkarora ng’a gwaikire engaki y’ogwanchwa. Nkagotuba nomwambaro one, nkabisia obogetirianda bwao. Naende ngakora okobwatana kw’ogotianania naye, erio aye okaba oyone. Nabo Omonene Nyasae atebire.",,"""'Later I passed by, and when I looked at you and saw that you were old enough for love, I spread the corner of my garment over you and covered your nakedness. I gave you my solemn oath and entered into a covenant with you, declares the Sovereign LORD, and you became mine.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1313,"Naende nyuma yaye abaiseke baria bande bagacha, bakabora: Omonene, Omonene, toigorere!",,"""Later the others also came. 'Sir! Sir!' they said. 'Open the door for us!'",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1314,"Nkanyora ng’a amaseko nigo are obobarimo, na omogoko tori gokora gento kende ekiya.",,"""Laughter,"" I said, ""is foolish. And what does pleasure accomplish?""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1315,"Erio Yeso agateba, “Motige, agache aya goika rituko ri’ogotindekwa kwane.",,"""Leave her alone,"" Jesus replied. ""[It was intended] that she should save this perfume for the day of my burial.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1316,"Yeso agateba, “Motige! Nase ki mokomorosia? Ere onkoreire emeremo emiya.",,"""Leave her alone,"" said Jesus. ""Why are you bothering her? She has done a beautiful thing to me.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1317,"“Karue aase aiga, oonchoke gochia moocha, bwebise aroro ase akarooche ga Keriti, akwo kare moocha ya Yorodan.",,"""Leave here, turn eastward and hide in the Kerith Ravine, east of the Jordan.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1318,"Akabatebia, “Tiga ere abeere aroro; onde tabaisa korusia amauga aye.” Ase ayio bagatiga amauga aye, amo nay’omobani oria onde orwete ase ense ya Samaria.",,"""Leave it alone,"" he said. ""Don't let anyone disturb his bones."" So they spared his bones and those of the prophet who had come from Samaria.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1319,"“Tiga obobe bwabo bwonsi bororekane ase obosio bwao, obae egesusuro; buna kwang’ete inche ase engencho y’ogosaria kwane, ekiagera nigo ng’umatete mono, na enkoro yane yanyarekire.”",,"""Let all their wickedness come before you; deal with them as you have dealt with me because of all my sins. My groans are many and my heart is faint.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1320,"“Oyo otamanyeti amange, tiga ache aa!” Na ase oyore omoriri bwateba:",,"""Let all who are simple come in here!"" she says to those who lack judgment.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1321,"oteba, “Onde bwensi otamanyeti amange, tiga ache aa!” Na ase oyore omoriri oteba,",,"""Let all who are simple come in here!"" she says to those who lack judgment.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1322,"Samison akabatebia, “Tiga mbatebie omobayeno, na inwe montebie engencho yaye. Moise gontebia engencho yaye ase engaki y’amatuko atano na abere ay’omoyega oyo, nigo ndabae chianga chi’egatani, ne chianga chinde chi’omoyega emerongo etato.",,"""Let me tell you a riddle,"" Samson said to them. ""If you can give me the answer within the seven days of the feast, I will give you thirty linen garments and thirty sets of clothes.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1323,"Musa agakwana: “Tiga Abareuben bagenderere koba moyo, tibabaisa gokwa, nonya abanto abwo bare abake.”",,"""Let Reuben live and not die, nor his men be few.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1324,"“Tiga okobwatana kw’ogotianania kobe ase egati yane naye, buna kwarenge ase egati ya tata na iso. Rora nagotomeire ekeegwa gie chifeta ne chitahabu. Genda osarie okobwatana okwo kwao gwakorete na Baasa, omoruoti bw’Abaisraeli, erinde arue ase ense yane antigane.”",,"""Let there be a treaty between me and you,"" he said, ""as there was between my father and your father. See, I am sending you a gift of silver and gold. Now break your treaty with Baasha king of Israel so he will withdraw from me.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1325,"“Tiga okobwatana kw’ogotianania kobe ase egati yane naye, buna kwarenge ase egati ya tata na iso. Rora nagotomeire chifeta ne chitahabu. Genda osarie okobwatana kwao gwakorete na Baasa, omoruoti bw’Abaisraeli, erinde arue ase ense yane, antigane.”",,"""Let there be a treaty between me and you,"" he said, ""as there was between my father and your father. See, I am sending you silver and gold. Now break your treaty with Baasha king of Israel so he will withdraw from me.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1326,"Nigo bagotebania, “Tobutore ebisibo biabo, totugute chingori chiabo batosiberete!”",,"""Let us break their chains,"" they say, ""and throw off their fetters.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1327,"Agatebia Abayuda, “Inchuo toagache emechie eye toyeetananie chindwaki amo nemerobiri, na ebiita bire nemekorogoto. Ense eye nigo egendererete koba eyaito, ekiagera twarigirie Omonene, Nyasae oito; intwe twamorigirie, na ere otoeire omorembe ase chinsemo chiaito chionsi.” Ase ayio bakaagacha na bagasesenigwa.",,"""Let us build up these towns,"" he said to Judah, ""and put walls around them, with towers, gates and bars. The land is still ours, because we have sought the LORD our God; we sought him and he has given us rest on every side."" So they built and prospered.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1328,"“Inchuo togende ase obomenyo bw’Omonene, tosasime agwo ase egeteni kiaye ki’amagoro!”",,"""Let us go to his dwelling place; let us worship at his footstool--",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1329,"Inchuo togende torwanie ense y’Abayuda toyioboyie, toyebue ebe eyaito, erinde tobeke mosinto o Tabeeli abe omoruoti aroro.”",,"""Let us invade Judah; let us tear it apart and divide it among ourselves, and make the son of Tabeel king over it.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1330,"“Koranche, otoe ribaga toete ase egati y’ense yao. Titogotiga enchera na kogobera gochia ase emegondo y’endagera, gose ey’emesabibu, gose titokonywa amache korwa ase chinsoko chiaino, korende nigo toraete ase enchera enene goika tobe twaetanirie ense yaino.”",,"""Let us pass through your country. We will not turn aside into any field or vineyard, or drink water from any well. We will travel along the king's highway until we have passed through your territory.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1331,"Koranche onyanchere ng’etere ase ense yao. Nigo ndaete ase enchera enene yoka; tinkogobera aande, gochia borio gose bomosi.",,"""Let us pass through your country. We will stay on the main road; we will not turn aside to the right or to the left.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1332,"Erio bagatebania, “Titoyetandora, korende toyeakere obomera, torore gose neya ng’o ekoba.” Erio ririko riikerane, eri rigoteba, “Mbaatananete chianga chiane, naende eganchwa yane mbayekorerete obomera.”",,"""Let's not tear it,"" they said to one another. ""Let's decide by lot who will get it."" This happened that the scripture might be fulfilled which said, ""They divided my garments among them and cast lots for my clothing."" So this is what the soldiers did.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1333,"""Lift it out,"" he said. Then the man reached out his hand and took it.",,"Erio akamotebia, “Keimokie!” Na omonto oria akarambora okoboko kwaye, agakeimokia.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1334,"“Tenenia ebendera y’esegi igoro ase ense! Bugia egetureri ase egati y’ebisaku! Beka ebisaku ang’e birwanie Babeli. Rangeria amaruoti ayorwanie, ee, rangeria Ararati, na Mini, na Asikenasi. Chora abatang’ani b’esegi bayoumokere. Renta chibarasi chinyinge buna chingige chikogosa.",,"""Lift up a banner in the land! Blow the trumpet among the nations! Prepare the nations for battle against her; summon against her these kingdoms: Ararat, Minni and Ashkenaz. Appoint a commander against her; send up horses like a swarm of locusts.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1335,"“Imokia amaiso ao igoro, origererie chinsemo chionsi, abanto bonsi basangererekanire amo bagocha asore. Abamura bao mbache korwa aare na abaiseke bao mbabogorigwe namaboko, barentwe.",,"""Lift up your eyes and look about you: All assemble and come to you; your sons come from afar, and your daughters are carried on the arm.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1336,"Rora, buna koreng’ana endo egosoka korwa ase rinani rinoru ria Yorodani, erinde yagenda goita ching’ondi chire ime ase obweri obokong’u, naboigo na inche ndachiere Abaedomu mobosokano, mbaserie batame korwa aroro. Onde bwensi ndachore nimobeke abe omorisia igoro asebare. Ning’o oranyare koreng’anigwa nainche? Ning’o orambekere rituko indue omobaro? Morisia ki oranyare kweegerera ase obosio bwane?",,"""Like a lion coming up from Jordan's thickets to a rich pastureland, I will chase Edom from its land in an instant. Who is the chosen one I will appoint for this? Who is like me and who can challenge me? And what shepherd can stand against me?""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1337,"Igo mogwekaine omweya orambogete gochia aare, gose emegondo ere mbarabare y’orooche, nigo more buna emegaka Omonene asimegete. Gose emecharake ere ase amache mbarabare.",,"""Like valleys they spread out, like gardens beside a river, like aloes planted by the LORD, like cedars beside the waters.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1338,"“Tegerera mono moigwe amang’ana aane, ayio naro arabe okoremia kwaino asende.",,"""Listen carefully to my words; let this be the consolation you give me.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1339,"“Tiga amang’ana aya asoe ase amato aino, ekiagera Omwana‐o‐mwanyabanto ngochia are kobekwa ase amaboko ’abanto.”",,"""Listen carefully to what I am about to tell you: The Son of Man is going to be betrayed into the hands of men.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1340,"“Gaki, igwa omoreng’anio bw’omobusuri.",,"""Listen then to what the parable of the sower means:",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1341,"“Tegerera omoreng’anio onde. Narenge omonto orenge nenyomba; ere akarema omogondo, agasimeka emesabibu imeo, akayoetananeria orobago, agakunya ime aroro egetera akomitera amasabibu, akaagacha orwaki, akaywatananera abaremi, akagenda orogendo.",,"""Listen to another parable: There was a landowner who planted a vineyard. He put a wall around it, dug a winepress in it and built a watchtower. Then he rented the vineyard to some farmers and went away on a journey.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1342,"""Listen to me and I will explain to you; let me tell you what I have seen,",,"“Integerera oigwe, na inche nkworokie; amang’ana narorire ninyararie.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1343,"akamotebia, “Omonene one, ntegerera! Oboremo obwo bwe rigori rie chisekeli chi’efeta amagana ane, ngento ki toengereranie inche naye? Tindeka mokao agwo.”",,"""Listen to me, my lord; the land is worth four hundred shekels of silver, but what is that between me and you? Bury your dead.""",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1344,"“Inwe abanto baane, inyigwere; inwe abanto b’egesaku kiane, tegerera monyigwe! Nindue ogochika kwane, na oboronge bwane mbobe omobaso ase abanto bonsi.",,"""Listen to me, my people; hear me, my nation: The law will go out from me; my justice will become a light to the nations.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1345,"“Inwe ab’ororeria rwa Yakobo, inwe abatigari bonsi b’Abaisraeli, inwe aba nabeire mbabogoretie korwa ekero mwarenge ase chinda chi’abanyoko, na korwa ekero mwaagatire ase amaboko ’abanyoko, inyigwere!",,"""Listen to me, O house of Jacob, all you who remain of the house of Israel, you whom I have upheld since you were conceived, and have carried since your birth.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1346,"""Listen to me, O Jacob, Israel, whom I have called: I am he; I am the first and I am the last.",,"“Inwe ab’ororeria rwa Yakobo, inwe Abaisraeli, aba narangeretie, ntegerere! Inche ninche Ere, ninche omochakano na omoerio.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1347,"“Inwe aba mokorigia oboronge, ee, inwe aba mokondigia inche Omonene, tegerera monyigwe! Rigereria egetare ase mwabaachetwe korwa,",,"""Listen to me, you who pursue righteousness and who seek the LORD: Look to the rock from which you were cut and to the quarry from which you were hewn;",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1348,"rigantebia: “Igwa amang’ana ’okobwatana kw’ogotianania, kwana n’Abayuda na abanto bamenyete Yerusalemu,",,"""Listen to the terms of this covenant and tell them to the people of Judah and to those who live in Jerusalem.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1349,"Aye Ayubu, igwa aya; karategerera, orengererie igoro y’emeremo y’ogokumia ya Nyasae.",,"""Listen to this, Job; stop and consider God's wonders.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1350,"“Inwe ab’enyomba ya Yakobo, aba mokorokwa Abaisraeli, na more ab’ororeria rwa Yuda, naende mogotiana ase erieta ri’Omonene na komoorokia Nyasae bw’Abaisraeli, korende tari ase ekeene na oboronge, igwa amang’ana aya!",,"""Listen to this, O house of Jacob, you who are called by the name of Israel and come from the line of Judah, you who take oaths in the name of the LORD and invoke the God of Israel-- but not in truth or righteousness--",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1351,“Tegerera! Omobusuri akamanora kogenda kobusura.,,"""Listen! A farmer went out to sow his seed.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1352,"Aye Yoshua, omokuani omonene, tegerera oigwe amang’ana aya, aye amo nabagisangio bao, abwo baikaransete ase obosio bwao, ekiagera abwo nabanto bare ekemanyererio ki’amang’ana agochigocha: Naama! Inche nintome omosomba one okorokwa Omoseboka.",,"""'Listen, O high priest Joshua and your associates seated before you, who are men symbolic of things to come: I am going to bring my servant, the Branch.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1353,"Naende Omonene otebire iga: “Agwo kare inwe nigo mwerusetie rikorogoto riaino, mokaba mwesiboire, mogateba: Titorigeti koba abakoreri b’Omonene. Igoro ase kera ekegoro egetambe, na inse ya kera omote omobese, mogatung’ama mogasasima, timwabete abegenwa asende.",,"""Long ago you broke off your yoke and tore off your bonds; you said, 'I will not serve you!' Indeed, on every high hill and under every spreading tree you lay down as a prostitute.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1354,“Rigereria engubo! Eyio natongete buna nagotongete aye. Nigo ekorisia obonyansi buna eng’ombe.,,"""Look at the behemoth, which I made along with you and which feeds on grass like an ox.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
1355,"“Rigereria morore ayare ase egati y’abanto b’ebisaku, mokumie na goichanigwa. Ngochia gokora inde ring’ana ase amatuko aino, eri motegene moise koritebigwa.",,"""Look at the nations and watch-- and be utterly amazed. For I am going to do something in your days that you would not believe, even if you were told.",KnoxDevelopers HuggingFace Dataset,https://huggingface.co/datasets/KnoxDevelopers/english_kisii_pair_sentences,research
